,Urn,JournalDate,PurchaseDate,ExpiryDate,Purchaser,Prefix,BondNumber,PayBranchCode_x,IssueTeller,unique_key,DateEncashment,PartyName,AccountNum,PayBranchCode_y,PayTeller,encashedyear,Denomination,Year
3342,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5761.0,800.0,4004833.0,OC5761,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3343,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5772.0,800.0,4004833.0,OC5772,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3344,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5793.0,800.0,4004833.0,OC5793,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3345,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5776.0,800.0,4004833.0,OC5776,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3346,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5726.0,800.0,4004833.0,OC5726,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3347,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5795.0,800.0,4004833.0,OC5795,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3348,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5769.0,800.0,4004833.0,OC5769,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3349,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5798.0,800.0,4004833.0,OC5798,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3350,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5733.0,800.0,4004833.0,OC5733,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3351,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5739.0,800.0,4004833.0,OC5739,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3352,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5762.0,800.0,4004833.0,OC5762,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3353,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5768.0,800.0,4004833.0,OC5768,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3354,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5777.0,800.0,4004833.0,OC5777,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3355,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5765.0,800.0,4004833.0,OC5765,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3356,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5764.0,800.0,4004833.0,OC5764,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3357,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5794.0,800.0,4004833.0,OC5794,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3358,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5791.0,800.0,4004833.0,OC5791,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3359,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5735.0,800.0,4004833.0,OC5735,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3360,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5778.0,800.0,4004833.0,OC5778,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3361,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5792.0,800.0,4004833.0,OC5792,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3362,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5732.0,800.0,4004833.0,OC5732,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3363,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5759.0,800.0,4004833.0,OC5759,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3364,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5755.0,800.0,4004833.0,OC5755,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3365,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5796.0,800.0,4004833.0,OC5796,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3366,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5797.0,800.0,4004833.0,OC5797,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3367,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5782.0,800.0,4004833.0,OC5782,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3368,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5758.0,800.0,4004833.0,OC5758,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3369,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5781.0,800.0,4004833.0,OC5781,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3370,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5783.0,800.0,4004833.0,OC5783,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3371,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5786.0,800.0,4004833.0,OC5786,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3372,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5730.0,800.0,4004833.0,OC5730,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3373,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5753.0,800.0,4004833.0,OC5753,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3374,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5754.0,800.0,4004833.0,OC5754,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3375,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5766.0,800.0,4004833.0,OC5766,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3376,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5729.0,800.0,4004833.0,OC5729,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3377,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5763.0,800.0,4004833.0,OC5763,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3378,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5800.0,800.0,4004833.0,OC5800,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3379,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5767.0,800.0,4004833.0,OC5767,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3380,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5785.0,800.0,4004833.0,OC5785,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3381,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5788.0,800.0,4004833.0,OC5788,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3382,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5751.0,800.0,4004833.0,OC5751,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3383,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5775.0,800.0,4004833.0,OC5775,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3384,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5736.0,800.0,4004833.0,OC5736,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3385,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5770.0,800.0,4004833.0,OC5770,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3386,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5790.0,800.0,4004833.0,OC5790,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3387,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5799.0,800.0,4004833.0,OC5799,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3388,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5784.0,800.0,4004833.0,OC5784,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3389,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5789.0,800.0,4004833.0,OC5789,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3390,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5752.0,800.0,4004833.0,OC5752,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3391,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5773.0,800.0,4004833.0,OC5773,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3392,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5760.0,800.0,4004833.0,OC5760,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3393,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5780.0,800.0,4004833.0,OC5780,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3394,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5727.0,800.0,4004833.0,OC5727,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3395,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5774.0,800.0,4004833.0,OC5774,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3396,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5779.0,800.0,4004833.0,OC5779,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3397,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5738.0,800.0,4004833.0,OC5738,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3398,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5757.0,800.0,4004833.0,OC5757,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3399,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5756.0,800.0,4004833.0,OC5756,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3400,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5787.0,800.0,4004833.0,OC5787,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3401,00800202010210000001642,2020-10-21,2020-10-21,2020-11-04,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,5771.0,800.0,4004833.0,OC5771,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,800.0,5614473.0,2020.0,10000000.0,2020
3465,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9004.0,300.0,7905165.0,OC9004,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3466,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9106.0,300.0,7905165.0,OC9106,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3467,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8962.0,300.0,7905165.0,OC8962,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3468,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9084.0,300.0,7905165.0,OC9084,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3469,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8986.0,300.0,7905165.0,OC8986,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3470,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9124.0,300.0,7905165.0,OC9124,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3471,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9036.0,300.0,7905165.0,OC9036,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3472,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9098.0,300.0,7905165.0,OC9098,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3473,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9074.0,300.0,7905165.0,OC9074,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3474,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9006.0,300.0,7905165.0,OC9006,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3475,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9020.0,300.0,7905165.0,OC9020,2020-11-07,ALL INDIA TRINAMOOL CONGRESS,*******0688,847.0,3382516.0,2020.0,10000000.0,2020
3476,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9112.0,300.0,7905165.0,OC9112,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3477,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8966.0,300.0,7905165.0,OC8966,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3478,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9010.0,300.0,7905165.0,OC9010,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3479,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9002.0,300.0,7905165.0,OC9002,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3480,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9018.0,300.0,7905165.0,OC9018,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3481,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9120.0,300.0,7905165.0,OC9120,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3482,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9080.0,300.0,7905165.0,OC9080,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3483,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9114.0,300.0,7905165.0,OC9114,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3484,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9022.0,300.0,7905165.0,OC9022,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3485,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9040.0,300.0,7905165.0,OC9040,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3486,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8960.0,300.0,7905165.0,OC8960,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3487,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8976.0,300.0,7905165.0,OC8976,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3488,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9012.0,300.0,7905165.0,OC9012,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3489,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8964.0,300.0,7905165.0,OC8964,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3490,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8968.0,300.0,7905165.0,OC8968,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3491,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9102.0,300.0,7905165.0,OC9102,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
3492,00300202010270000001657,2020-10-27,2020-10-27,2020-11-10,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9014.0,300.0,7905165.0,OC9014,2020-11-07,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,847.0,3382516.0,2020.0,10000000.0,2020
